subject,body,sender_display,sender_email,reply_to,spf,dkim,dmarc,attachments,has_html,num_recipients,label,family,noisy_label
Votre commande Orange - paiement requis,"Cher client,

Nous vous informons qu'une facture de 2 450,00€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement votre facture ici : https://cutt.ly/t9335

Cordialement,
Service Facturation Orange",Orange Service,service@orange.login-22.tk,info@confirm-88.site,none,fail,none,facture_impayee.pdf.exe,1,1,1,invoice,1
Facture impayée n°32031 - Action requise,"Cher client,

Nous vous informons qu'une facture de 349,99€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement votre facture ici : https://paaypal.ml/secure/confirm

Cordialement,
Service Facturation Paypal",Paypal Service,alert@gmx.com,contact@web-7.ga,fail,none,fail,,1,1,1,invoice,1
Votre demande de changement de mot de passe,"Bonjour,
Vous avez demandé à réinitialiser le mot de passe de votre compte Spotify. Pour des raisons de sécurité, ce lien expire dans 60 minutes.
Cliquez ici pour réinitialiser votre mot de passe : https://spotify.com/profil/reset?token=725356
Si vous n'êtes pas à l'origine de cette demande, ignorez cet email, votre mot de passe restera inchangé.
L'équipe Spotify",Spotify,no-reply@spotify.com,,none,pass,none,,0,11,0,legit_reset,0
Rappel: facture en attente de règlement,"Hello,

Nous vous informons qu'une facture de 1 280,00€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement votre facture ici : https://amazon-france.buzz/verify

Cordialement,
Service Facturation Amazon",Amazon Service,info@billing-amazon.click,contact@confirm-94.click,fail,pass,fail,facture_impayee.pdf.exe,0,1,1,invoice,1
Un document a été partagé avec vous,"Bonjour, 

Vous avez de nouvelles activités sur votre compte Microsoft.

Consultez-les ici : https://microsoft.com/mon-espace/notifications

Gérez vos préférences de notification dans vos paramètres.

Microsoft",Microsoft,newsletter@microsoft.com,contact@microsoft.com,none,pass,none,,1,1,0,notification,0
Mise à jour de vos coordonnées bancaires (paie),"Hello,

Dans le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.

Accédez au formulaire sécurisé : https://docusign.cf/verify

Ceci est obligatoire pour recevoir votre prochain salaire.

Service Ressources Humaines - Acme",RH Acme,rh@docusign.net,,pass,pass,pass,,0,1,1,hr,1
Demande de changement de mot de passe,"Cher utilisateur,

Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.

Cliquez ici pour réinitialiser : https://app1e.support/account/update

Si vous n'agissez pas sous 48h, votre compte sera verrouillé.

L'équipe de sécurité Apple",Apple Service,contact@client786.top,,fail,none,fail,,0,1,1,reset,1
Rappel : paiement de votre abonnement,"Bonjour, 

Nous n'avons pas pu prélever votre abonnement de 9,99€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une interruption de service.

Mettez à jour vos informations dans votre espace client : https://netflix.com/profil/billing

Merci,
Netflix",Netflix,contact@netflix.com,,pass,pass,pass,,1,1,0,legit_invoice,0
Vérification de compte requise,"Cher client,
Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.
Vérifiez votre compte : http://paypall.net/track
Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.
Service Client Paypal",Paypal Service,direction@paypal.com,,pass,pass,pass,,1,1,1,account,1
[Microsoft Support] Votre appareil est infecté,"ALERTE DE SÉCURITÉ
Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.
Contactez notre support technique au +33 7 77 26 88 36 ou rendez-vous sur http://micr0soft.info/billing/pay pour nettoyer votre système maintenant.
N'éteignez pas votre ordinateur.
Microsoft Support Technique",Microsoft Service,info@outlook.com,info@portal-64.support,none,none,fail,,0,1,1,support,1
Demande urgente - confidentiel,"Cher client,

Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.

Merci,
Lucas Michel
Directeur Général - Globex",Lucas Michel,notification@mail.ru,contact@service-26.info,fail,none,none,,1,1,1,ceo,1
RH: changement de votre RIB pour le salaire,"Cher client,

Dans le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.

Accédez au formulaire sécurisé : http://d0cusign.site/secure/confirm

Ceci est obligatoire pour recevoir votre prochain salaire.

Service Ressources Humaines - Wonka",RH Wonka,alert@service742.ga,,none,none,fail,document.html,0,1,1,hr,1
Alerte : nouvelle opération sur votre compte,"Hello,

Nous avons détecté une opération inhabituelle de 12,99€ sur votre compte Orange. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.

Vérifiez vos opérations récentes : https://orange.fr/profil/securite/operations

Si vous reconnaissez cette opération, aucune action supplémentaire n'est requise.

Service Sécurité Orange",Orange,security@orange.fr,,pass,pass,pass,presentation.pptx,0,1,0,legit_account,0
Vous avez 3 nouvelles notifications,"Bonjour,
Vous avez de nouvelles activités sur votre compte Dropbox.
Consultez-les ici : https://dropbox.com/notifications
Gérez vos préférences de notification dans vos paramètres.
Dropbox",Dropbox,noreply@dropbox.com,contact@dropbox.com,pass,pass,pass,,1,1,0,notification,0
[Google] Vérification de connexion,"Bonjour,

Une nouvelle connexion à votre compte a été détectée depuis Lille le 24/02/2026.

Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://google.com/support/security.

L'équipe Google",Google,noreply@google.com,contact@google.com,pass,pass,pass,cv.pdf,0,1,0,legit_security,0
Votre commande a été expédiée,"Bonjour,

Votre colis (n° de suivi F782008271) a été expédié et sera livré sous 2 à 3 jours ouvrés.

Suivez votre colis : https://amazon.fr/help/track

Cordialement,
AMAZON",Amazon,no-reply@amazon.fr,,pass,none,pass,facture.pdf,0,1,0,shipping,0
"Colis en attente : frais de douane de 2,50€","Bonjour,

Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 2,50€ sont requis pour reprogrammer la livraison.

Confirmez votre adresse et payez les frais ici : http://chronopost-support.site/login

Sans action sous 72h, votre colis sera retourné à l'expéditeur.

CHRONOPOST Livraison",Chronopost Service,notification@hotmail.fr,info@account-70.cf,softfail,none,none,,0,1,1,delivery,1
FÉLICITATIONS ! Vous avez gagné un iPhone 15,"FÉLICITATIONS !!!

Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 500€ !

Réclamez votre gain avant expiration : http://login-netflix.buzz/reset

Offre limitée - cliquez maintenant, il ne reste que queqlues heures !

L'équipe des récompenses",Service Récompenses,service@nettflix.ml,reply@account-11.live,none,none,fail,,0,1,1,prize,1
Sncf : nouveautés,"Bonjour,
Voici les dernières actualités de Sncf. Nous avons sélectionné pour vous nouveautés qui pourraient vous intéresser.
Pour en savoir plus, visitez : https://sncf-connect.com/help
Vous recevez cet email car vous êtes abonné à notre newsletter. Se désabonner : https://sncf-connect.com/orders/unsubscribe
L'équipe Sncf",Sncf,notifications@sncf-connect.com,,none,pass,pass,,0,1,0,newsletter,0
[Microsoft Support] Votre appareil est infecté,"ALERTE DE SÉCURITÉ

Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.

Contactez notre support technique au +33 5 94 60 24 26 ou rendez-vous sur http://micr0soft.ga/signin pour nettoyer votre système maintenant.

N'éteignez pas votre ordinateur.

Microsoft Support Technique",Microsoft Service,notification@update-microsoft.live,,none,none,none,,1,41,1,support,1
Colis H394864402 : frais de douane à régler,"Cher client,

Votre colis (suivi H394864402) est en attente. Des frais de douane de 2,50€ doivent être réglsé pour finaliser la livraison.

Confirmez votre adresse et réglez les frais : https://dhl.com/account/suivi/H394864402

Vous pouvez suivre votre colis à tout moment depuis votre espace client.

DHL",Dhl,newsletter@dhl.com,,pass,pass,pass,,1,1,0,legit_delivery,0
[Microsoft Support] Votre appareil est infecté,"ALERTE DE SÉCURITÉ

Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.

Contactez notre support technique au +33 1 68 65 86 70 ou rendez-vous sur https://tinyurl.com/j6068 pour nettoyer votre système maintenant.

N'éteignez pas votre ordinateur.

Microsoft Support Technique",Microsoft Service,no-reply@microosoft.click,,none,none,none,,1,1,1,support,1
Tâche urgente (je suis en réunion),"Bonjour,

Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.

Merci,
John Martin
Directeur Général - Soylent",John Martin,admin@mail.ru,info@login-76.top,fail,none,none,,0,1,1,ceo,1
[Fedex] Votre colis n'a pas pu être livré,"Bonjour, 

Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 2,50€ sont requis pour reprogrammer la livraison.

Confirmez votre adresse et payez les frais ici : https://fedex.online/login

Sans action sous 72h, votre colis sera retourné à l'expéditeur.

FEDEX Livraison",Fedex Service,admin@service603.icu,,none,none,none,,1,1,1,delivery,1
Besoin de toi rapidement,"Hello,
Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.
Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.
Merci,
Nicolas Moreau
Directeur Général - Hooli",Nicolas Moreau,info@yahoo.com,info@client-13.tk,fail,none,fail,,0,1,1,ceo,1
"Votre remboursement de 128,50€ est disponible","FÉLICITATIONS !!!

Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 500€ !

Réclamez votre gain avant expiration : http://app1e.info/secure/confirm

Offre limitée - cliquez maintenant, il ne reste que quelques heures !

L'équipe des récompenses",Service Récompenses,notification@client827.icu,contact@secure-32.site,none,none,pass,details.htm,1,1,1,prize,1
RH: changement de votre RIB pour le salaire,"Mаdame, Mоnsieur,
Dans le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.
Accédez au formulaire sécurisé : http://docusign.security-4.live/verify
Ceci est obligatoire pour recevoir votre prochain salaire.
Service Ressources Humaines - Stark",RH Stark,info@yahoo.com,,none,none,fail,,1,1,1,hr,1
Alerte de sécurité : nouvel appareil détecté,"Bonjour, 

Une nouvelle connexion à votre compte a été détectée depuis Lyon le 2/09/2026.

Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://microsoft.com/security.

L'équipe Microsoft",Microsoft,alerts@microsoft.com,contact@microsoft.com,pass,pass,pass,,1,1,0,legit_security,1
Réinitialisation de votre mot de passe Spotify,"Hello,
Vous avez demandé à réinitialiser le mot de passe de votre compte Spotify. Pour des raisons de sécurité, ce lien expire dans 60 minutes.
Cliquez ici pour réinitialiser votre mot de passe : https://spotify.com/compte/reset?token=687296
Si vous n'êtes pas à l'origine de cette demande, ignorez cet email, votre mot de passe restera inchangé.
L'équipe Spotify",Spotify,newsletter@spotify.com,contact@spotify.com,softfail,fail,none,,1,1,0,legit_reset,0
Bulletin de paie - signature requise,"Bonjour, 
Dans le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.
Accédez au formulaire sécurisé : https://cutt.ly/z2244
Ceci est obligatoire pour recevoir votre prochain salaire.
Service Ressources Humaines - Tyrell",RH Tyrell,admin@hotmail.fr,info@login-49.com,fail,none,fail,,0,1,1,hr,1
Vous avez 3 nouvelles notifications,"Bonjour, 

Vous avez de nouvelles activités sur votre compte Linkedin.

Consultez-les ici : https://linkedin.com/fr/aide/notifications

Gérez vos préférences de notification dans vos paramètres.

Linkedin",Linkedin,service@linkedin.com,contact@linkedin.com,pass,pass,pass,,1,1,0,notification,0
Votre reçu Paypal - commande 515-6924889,"Bonjour Daniel,

Nous vous confirmons votre commande n°515-6924889 d'un montant de 9,99€. Votre paiement a bien été reçu.

Consultez le détail de votre commande dans votre espace client : https://paypal.com/compte

Merci de votre confiance,
Paypal",Paypal,contact@paypal.com,,pass,pass,none,,1,1,0,receipt,0
Expédition confirmée,"Cher client,

Votre colis (n° de suivi C884207841) a été expédié et sera livré sous 2 à 3 jours ouvrés.

Suivez votre colis : https://laposte.fr/mon-espace/track

Cordialement,
LAPOSTE",Laposte,newsletter@laposte.fr,,pass,pass,pass,,1,25,0,shipping,0
Votre facture Orange du mois est disponible,"Madame, Monsieur,

Nous n'avons pas pu prélever votre abonnement de 12,99€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une interruption de service.

Mettez à jour vos informations dans votre espace client : https://orange.fr/compte/billing

Merci,
Orange",Orange,newsletter@orange.fr,contact@orange.fr,pass,pass,pass,,1,25,0,legit_invoice,0
